pds3_path,pds4_path,pds3_product_id,pds4_product_id
cl_3009/bi00_35n/bi17n225.img,/data/basemap/17n/200/,bi17n225,basemap_17n_225e
cl_3009/bi00_35n/bi17n231.img,/data/basemap/17n/200/,bi17n231,basemap_17n_231e
cl_3009/bi00_35n/bi17n237.img,/data/basemap/17n/200/,bi17n237,basemap_17n_237e
cl_3010/bi00_35n/bi17n243.img,/data/basemap/17n/200/,bi17n243,basemap_17n_243e
cl_3010/bi00_35n/bi17n249.img,/data/basemap/17n/200/,bi17n249,basemap_17n_249e
cl_3010/bi00_35n/bi17n255.img,/data/basemap/17n/200/,bi17n255,basemap_17n_255e
cl_3010/bi00_35n/bi17n261.img,/data/basemap/17n/200/,bi17n261,basemap_17n_261e
cl_3010/bi00_35n/bi17n267.img,/data/basemap/17n/200/,bi17n267,basemap_17n_267e
cl_3011/bi00_35n/bi17n273.img,/data/basemap/17n/200/,bi17n273,basemap_17n_273e
cl_3011/bi00_35n/bi17n279.img,/data/basemap/17n/200/,bi17n279,basemap_17n_279e
cl_3011/bi00_35n/bi17n285.img,/data/basemap/17n/200/,bi17n285,basemap_17n_285e
cl_3011/bi00_35n/bi17n291.img,/data/basemap/17n/200/,bi17n291,basemap_17n_291e
cl_3011/bi00_35n/bi17n297.img,/data/basemap/17n/200/,bi17n297,basemap_17n_297e
cl_3012/bi00_35n/bi17n303.img,/data/basemap/17n/300/,bi17n303,basemap_17n_303e
cl_3012/bi00_35n/bi17n309.img,/data/basemap/17n/300/,bi17n309,basemap_17n_309e
cl_3012/bi00_35n/bi17n315.img,/data/basemap/17n/300/,bi17n315,basemap_17n_315e
cl_3012/bi00_35n/bi17n321.img,/data/basemap/17n/300/,bi17n321,basemap_17n_321e
cl_3012/bi00_35n/bi17n327.img,/data/basemap/17n/300/,bi17n327,basemap_17n_327e
cl_3013/bi00_35n/bi17n333.img,/data/basemap/17n/300/,bi17n333,basemap_17n_333e
cl_3013/bi00_35n/bi17n339.img,/data/basemap/17n/300/,bi17n339,basemap_17n_339e
cl_3013/bi00_35n/bi17n345.img,/data/basemap/17n/300/,bi17n345,basemap_17n_345e
cl_3013/bi00_35n/bi17n351.img,/data/basemap/17n/300/,bi17n351,basemap_17n_351e
cl_3013/bi00_35n/bi17n357.img,/data/basemap/17n/300/,bi17n357,basemap_17n_357e
cl_3002/bi35_00s/bi17s003.img,/data/basemap/17s/000/,bi17s003,basemap_17s_003e
cl_3002/bi35_00s/bi17s009.img,/data/basemap/17s/000/,bi17s009,basemap_17s_009e
cl_3002/bi35_00s/bi17s015.img,/data/basemap/17s/000/,bi17s015,basemap_17s_015e
cl_3002/bi35_00s/bi17s021.img,/data/basemap/17s/000/,bi17s021,basemap_17s_021e
cl_3002/bi35_00s/bi17s027.img,/data/basemap/17s/000/,bi17s027,basemap_17s_027e
cl_3003/bi35_00s/bi17s033.img,/data/basemap/17s/000/,bi17s033,basemap_17s_033e
cl_3003/bi35_00s/bi17s039.img,/data/basemap/17s/000/,bi17s039,basemap_17s_039e
cl_3003/bi35_00s/bi17s045.img,/data/basemap/17s/000/,bi17s045,basemap_17s_045e
cl_3003/bi35_00s/bi17s051.img,/data/basemap/17s/000/,bi17s051,basemap_17s_051e
cl_3003/bi35_00s/bi17s057.img,/data/basemap/17s/000/,bi17s057,basemap_17s_057e
cl_3004/bi35_00s/bi17s063.img,/data/basemap/17s/000/,bi17s063,basemap_17s_063e
cl_3004/bi35_00s/bi17s069.img,/data/basemap/17s/000/,bi17s069,basemap_17s_069e
cl_3004/bi35_00s/bi17s075.img,/data/basemap/17s/000/,bi17s075,basemap_17s_075e
cl_3004/bi35_00s/bi17s081.img,/data/basemap/17s/000/,bi17s081,basemap_17s_081e
cl_3004/bi35_00s/bi17s087.img,/data/basemap/17s/000/,bi17s087,basemap_17s_087e
cl_3005/bi35_00s/bi17s093.img,/data/basemap/17s/000/,bi17s093,basemap_17s_093e
cl_3005/bi35_00s/bi17s099.img,/data/basemap/17s/000/,bi17s099,basemap_17s_099e
cl_3005/bi35_00s/bi17s105.img,/data/basemap/17s/100/,bi17s105,basemap_17s_105e
cl_3005/bi35_00s/bi17s111.img,/data/basemap/17s/100/,bi17s111,basemap_17s_111e
